Colombia	http://dbpedia.org/resource/Colombia
New York	http://dbpedia.org/resource/New_York_City
Federal Aviation Administration	http://dbpedia.org/resource/Federal_Aviation_Administration
International Aviation Safety program	NIL
Colombia	http://dbpedia.org/resource/Colombia
Colombia	http://dbpedia.org/resource/Colombia
American	http://dbpedia.org/resource/United_States
New York	http://dbpedia.org/resource/New_York_City
Bogota	http://dbpedia.org/resource/Bogotá
United States	http://dbpedia.org/resource/United_States
Colombians	http://dbpedia.org/resource/Colombia
Colombian	http://dbpedia.org/resource/Colombia
Avianca	http://dbpedia.org/resource/Avianca
ACES	http://dbpedia.org/resource/ACES_Colombia
Jordan	http://dbpedia.org/resource/Jordan
Iraqi	http://dbpedia.org/resource/Iraq
Rana Sabbagh	NIL
AMMAN	http://dbpedia.org/resource/Amman
Jordan	http://dbpedia.org/resource/Jordan
Iraq	http://dbpedia.org/resource/Iraq
Iraqi	http://dbpedia.org/resource/Iraq
Jordan	http://dbpedia.org/resource/Jordan
Adel Ibrahim	NIL
Iraqi	http://dbpedia.org/resource/Iraq
Reuters	http://dbpedia.org/resource/Reuters
Ibrahim	NIL
Reuters	http://dbpedia.org/resource/Reuters
Amman	http://dbpedia.org/resource/Amman
Ibrahim	NIL
Hussein Khalaf	NIL
Hussein	http://dbpedia.org/resource/Hussein_of_Jordan
Baghdad	http://dbpedia.org/resource/Baghdad
Iraqi	http://dbpedia.org/resource/Iraq
Iraq	http://dbpedia.org/resource/Iraq
Jordanian	http://dbpedia.org/resource/Jordan
Baghdad	http://dbpedia.org/resource/Baghdad
Jordan	http://dbpedia.org/resource/Jordan
Jordan	http://dbpedia.org/resource/Jordan
Iraq	http://dbpedia.org/resource/Iraq
pro-Baghdad	NIL
International Monetary Fund	http://dbpedia.org/resource/International_Monetary_Fund
Karak	http://dbpedia.org/resource/Al_Karak
Omari	NIL
Allahu	http://dbpedia.org/resource/Allah
God	http://dbpedia.org/resource/God
Islamist	http://dbpedia.org/resource/Islam
Ahmed Kafawin	NIL
Karak	http://dbpedia.org/resource/Al_Karak
Baath	http://dbpedia.org/resource/Ba'ath_Party
Amman	http://dbpedia.org/resource/Amman
Jordanian Arab Socialist Baath Party	NIL
Glickman	http://dbpedia.org/resource/Dan_Glickman
USDA	http://dbpedia.org/resource/United_States_Department_of_Agriculture
Texas	http://dbpedia.org/resource/Texas
WASHINGTON	http://dbpedia.org/resource/Washington,_D.C.
Dan Glickman	http://dbpedia.org/resource/Dan_Glickman
Texas	http://dbpedia.org/resource/Texas
Glickman	http://dbpedia.org/resource/Dan_Glickman
USDA-sponsored	NIL
Egypt	http://dbpedia.org/resource/Egypt
U.S.	http://dbpedia.org/resource/United_States
USDA	http://dbpedia.org/resource/United_States_Department_of_Agriculture
CBOE	http://dbpedia.org/resource/Chicago_Board_Options_Exchange
MFS	http://dbpedia.org/resource/Metropolitan_Fiber_Systems
CHICAGO	http://dbpedia.org/resource/Chicago
Chicago Board Options Exchange	http://dbpedia.org/resource/Chicago_Board_Options_Exchange
CBOE	http://dbpedia.org/resource/Chicago_Board_Options_Exchange
MFS Communications Co Inc	NIL
WorldCom Inc	NIL
MFS	http://dbpedia.org/resource/Metropolitan_Fiber_Systems
WorldCom	NIL
The New York Times	http://dbpedia.org/resource/The_New_York_Times
MFS	http://dbpedia.org/resource/Metropolitan_Fiber_Systems
MFS	http://dbpedia.org/resource/Metropolitan_Fiber_Systems
American Stock Exchange	http://dbpedia.org/resource/American_Stock_Exchange
Pacific Stock Exchange	http://dbpedia.org/resource/Pacific_Exchange
American Stock Exchange	http://dbpedia.org/resource/American_Stock_Exchange
Pacific Stock Exchange	http://dbpedia.org/resource/Pacific_Exchange
MFS	http://dbpedia.org/resource/Metropolitan_Fiber_Systems
Faulding	NIL
ELIZABETH	http://dbpedia.org/resource/Elizabeth,_New_Jersey
N.J.	http://dbpedia.org/resource/New_Jersey
Faulding Inc	NIL
Purdue Frederick Co	NIL
Faulding	NIL
Purepac Pharamceutical	NIL
Purepac	NIL
Kadian	NIL
Faulding	NIL
Faulding	NIL
Kadian	NIL
United States	http://dbpedia.org/resource/United_States
Kadian	NIL
United States	http://dbpedia.org/resource/United_States
Faulding	NIL
Zeneca Group Plc	NIL
Kadian	NIL
F.H. Faulding & Co	NIL
Faulding Inc	NIL
Brazil	http://dbpedia.org/resource/Brazil
Banespa	NIL
SAO PAULO	http://dbpedia.org/resource/São_Paulo
Brazil	http://dbpedia.org/resource/Brazil
Sao Paulo	http://dbpedia.org/resource/São_Paulo_(state)
Banespa	NIL
O Globo	http://dbpedia.org/resource/O_Globo
Central Bank	http://dbpedia.org/resource/Central_Bank_of_Brazil
Banespa	NIL
Banespa	NIL
Sao Paulo	http://dbpedia.org/resource/São_Paulo_(state)
Central Bank	http://dbpedia.org/resource/Central_Bank_of_Brazil
Banespa	NIL
Sao Paulo	http://dbpedia.org/resource/São_Paulo_(state)
Sao Paulo	http://dbpedia.org/resource/São_Paulo_(state)
Mario Covas	http://dbpedia.org/resource/Mário_Covas
Sao Paulo	http://dbpedia.org/resource/São_Paulo_(state)
Banespa	NIL
O Globo	http://dbpedia.org/resource/O_Globo
Sao Paulo	http://dbpedia.org/resource/São_Paulo_(state)
O Globo	http://dbpedia.org/resource/O_Globo
Bamerindus	NIL
Bamerindus	NIL
Central Bank	http://dbpedia.org/resource/Central_Bank_of_Brazil
Central Bank	http://dbpedia.org/resource/Central_Bank_of_Brazil
TBC	NIL
O Globo	http://dbpedia.org/resource/O_Globo
Bamerindus	NIL
Bamerindus	NIL
Brazil	http://dbpedia.org/resource/Brazil
Bamerindus	NIL
Central Bank	http://dbpedia.org/resource/Central_Bank_of_Brazil
Fatima Cristina	NIL
Sao Paulo	http://dbpedia.org/resource/São_Paulo
SEC	NIL
WASHINGTON	http://dbpedia.org/resource/Washington,_D.C.
Securities and Exchange Commission	NIL
Nasdaq	http://dbpedia.org/resource/NASDAQ
SEC	NIL
Arthur Levitt	http://dbpedia.org/resource/Arthur_Levitt
SEC	NIL
SEC	NIL
Richard Lindsey	NIL
Wall Street	http://dbpedia.org/resource/Wall_Street
SEC	NIL
SEC	NIL
Nasdaq	http://dbpedia.org/resource/NASDAQ
Nasdaq	http://dbpedia.org/resource/NASDAQ
National Association of Securities Dealers	NIL
SEC	NIL
Nasdaq	http://dbpedia.org/resource/NASDAQ
SEC	NIL
Nasdaq	http://dbpedia.org/resource/NASDAQ
Nasdaq	http://dbpedia.org/resource/NASDAQ
Alfred Berkeley	http://dbpedia.org/resource/Alfred_Berkeley
ITALIAN	http://dbpedia.org/resource/Italy
ROME	http://dbpedia.org/resource/Rome
Italian	http://dbpedia.org/resource/Italy
Silvio Berlusconi	http://dbpedia.org/resource/Silvio_Berlusconi
Mediaset	http://dbpedia.org/resource/Mediaset
UK	NIL
London	http://dbpedia.org/resource/London
LONDON	http://dbpedia.org/resource/London
British	http://dbpedia.org/resource/United_Kingdom
London	http://dbpedia.org/resource/London
Heathrow	http://dbpedia.org/resource/Heathrow,_London
Gatwick	http://dbpedia.org/resource/Gatwick_Airport
Stansted	http://dbpedia.org/resource/London_Stansted_Airport
Department of Transport	NIL
Goschen	NIL
Heathrow	http://dbpedia.org/resource/Heathrow,_London
Gatwick	http://dbpedia.org/resource/Gatwick_Airport
London Newsroom	NIL
Bulgarians	http://dbpedia.org/resource/Bulgarians
SOFIA	http://dbpedia.org/resource/Sofia
Bulgaria	http://dbpedia.org/resource/Bulgaria
Agriculture Ministry	NIL
Southeastern Bulgaria	NIL
Soviet-style	NIL
Sofia Newsroom	NIL
Brazil	http://dbpedia.org/resource/Brazil
CVRD	http://dbpedia.org/resource/Vale_(mining_company)
BRASILIA	http://dbpedia.org/resource/Brasília
Brazilian	http://dbpedia.org/resource/Brazil
Senate	NIL
Vale do Rio Doce	http://dbpedia.org/resource/Vale_(mining_company)
Senate	NIL
CVRD	http://dbpedia.org/resource/Vale_(mining_company)
Sen	NIL
Jose Eduardo Dutra	NIL
Senate	NIL
Dutra	NIL
Vale	http://dbpedia.org/resource/Vale_(mining_company)
William Schomberg	NIL
Brasilia	http://dbpedia.org/resource/Brasília
AEI	NIL
Spanish	http://dbpedia.org/resource/Spain
ISO 9002	http://dbpedia.org/resource/ISO_9000
LONDON	http://dbpedia.org/resource/London
Air Express International	NIL
Spain	http://dbpedia.org/resource/Spain
ISO 9002	http://dbpedia.org/resource/ISO_9000
Bureau Veritas	http://dbpedia.org/resource/Bureau_Veritas
AEI Iberfreight	NIL
Alicante	http://dbpedia.org/resource/Alicante
Barcelona	http://dbpedia.org/resource/Barcelona
Bilbao	http://dbpedia.org/resource/Bilbao
Madrid	http://dbpedia.org/resource/Madrid
Seville	http://dbpedia.org/resource/Seville
Valencia	http://dbpedia.org/resource/Valencia,_Spain
Air Cargo Newsroom	NIL
EU Commission	http://dbpedia.org/resource/European_Commission
BRUSSELS	http://dbpedia.org/resource/Brussels
European Commission	http://dbpedia.org/resource/European_Commission
Britain	http://dbpedia.org/resource/United_Kingdom
EU	NIL
Commission	http://dbpedia.org/resource/European_Commission
Gerard Kiely	NIL
Reuters	http://dbpedia.org/resource/Reuters
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Britain	http://dbpedia.org/resource/United_Kingdom
EU	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
European Commission	http://dbpedia.org/resource/European_Commission
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Kiely	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
British	http://dbpedia.org/resource/United_Kingdom
Oxford	http://dbpedia.org/resource/University_of_Oxford
Nature	http://dbpedia.org/resource/Nature_(journal)
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
British	http://dbpedia.org/resource/United_Kingdom
National Farmers Union	NIL
David Naish	NIL
BBC radio	NIL
Naish	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
European	http://dbpedia.org/resource/European_Union
Europe	http://dbpedia.org/resource/Europe
Naish	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
EU	NIL
British	http://dbpedia.org/resource/United_Kingdom
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Creutzfeldt-Jakob Disease	http://dbpedia.org/resource/Creutzfeldt–Jakob_disease
CJD	http://dbpedia.org/resource/Creutzfeldt–Jakob_disease
BSE-infected	NIL
Mexican	http://dbpedia.org/resource/Mexico
U.S	http://dbpedia.org/resource/United_States
Maggie McNeil	NIL
WASHINGTON	http://dbpedia.org/resource/Washington,_D.C.
U.S. Agriculture Department	http://dbpedia.org/resource/United_States_Department_of_Agriculture
Mexican	http://dbpedia.org/resource/Mexico
United States	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
Mexican	http://dbpedia.org/resource/Mexico
Paul Drazek	NIL
Dan Glickman	http://dbpedia.org/resource/Dan_Glickman
Drazek	NIL
Agriculture Department	http://dbpedia.org/resource/United_States_Department_of_Agriculture
Mexican	http://dbpedia.org/resource/Mexico
Mexican	http://dbpedia.org/resource/Mexico
U.S.	http://dbpedia.org/resource/United_States
California	http://dbpedia.org/resource/California
California	http://dbpedia.org/resource/California
U.S.	http://dbpedia.org/resource/United_States
Mexican	http://dbpedia.org/resource/Mexico
Mexican	http://dbpedia.org/resource/Mexico
World Trade Organisation	http://dbpedia.org/resource/World_Trade_Organization
U.S.	http://dbpedia.org/resource/United_States
American	http://dbpedia.org/resource/United_States
Michoacan	http://dbpedia.org/resource/Michoacán
Mexico	http://dbpedia.org/resource/Mexico
Mexican	http://dbpedia.org/resource/Mexico
Mexican	http://dbpedia.org/resource/Mexico
U.S.	http://dbpedia.org/resource/United_States
California Avocado Commission	NIL
Agriculture Department	http://dbpedia.org/resource/United_States_Department_of_Agriculture
Mexico	http://dbpedia.org/resource/Mexico
U.S.	http://dbpedia.org/resource/United_States
Tom Bellamore	NIL
California	http://dbpedia.org/resource/California
Agriculture Department	http://dbpedia.org/resource/United_States_Department_of_Agriculture
Drazek	NIL
Dutch	http://dbpedia.org/resource/Netherlands
El Al	http://dbpedia.org/resource/El_Al
THE HAGUE	http://dbpedia.org/resource/The_Hague
Dutch	http://dbpedia.org/resource/Netherlands
Annemarie Jorritsma	http://dbpedia.org/resource/Annemarie_Jorritsma
El Al	http://dbpedia.org/resource/El_Al
Amsterdam	http://dbpedia.org/resource/Amsterdam
El Al	http://dbpedia.org/resource/El_Al
Tel Aviv	http://dbpedia.org/resource/Tel_Aviv
Dutch	http://dbpedia.org/resource/Netherlands
Dutch	http://dbpedia.org/resource/Netherlands
Jorritsma	http://dbpedia.org/resource/Annemarie_Jorritsma
El Al	http://dbpedia.org/resource/El_Al
Air Cargo Newsroom	NIL
China	http://dbpedia.org/resource/People's_Republic_of_China
BEIJING	http://dbpedia.org/resource/Beijing
Chinese	http://dbpedia.org/resource/People's_Republic_of_China
China Daily	http://dbpedia.org/resource/China_Daily
Wuhan	http://dbpedia.org/resource/Wuhan
Hubei	http://dbpedia.org/resource/Hubei
Wuhan	http://dbpedia.org/resource/Wuhan
Guangzhou	http://dbpedia.org/resource/Guangzhou
Guangdong	http://dbpedia.org/resource/Guangdong
Guangzhou	http://dbpedia.org/resource/Guangzhou
U.S.	http://dbpedia.org/resource/United_States
DETROIT	http://dbpedia.org/resource/Detroit
Labor Day	http://dbpedia.org/resource/Labor_Day
Interstate 95	http://dbpedia.org/resource/Interstate_95
East Coast	NIL
Interstates 80	http://dbpedia.org/resource/Interstate_80
90	NIL
Midwest	http://dbpedia.org/resource/Midwestern_United_States
Interstate 5	http://dbpedia.org/resource/Interstate_5
California	http://dbpedia.org/resource/California
Janet Dewey	NIL
National Automobile Occupant Protection Campaign	NIL
National Highway Traffic Safety Administration	NIL
Dewey	NIL
POLAND	http://dbpedia.org/resource/Poland
SWISS	http://dbpedia.org/resource/Switzerland
Marcin Grajewski	NIL
WARSAW	http://dbpedia.org/resource/Warsaw
Poland	http://dbpedia.org/resource/Poland
Swiss	http://dbpedia.org/resource/Switzerland
Polish	http://dbpedia.org/resource/Poland
Jews	http://dbpedia.org/resource/Jews
Holocaust	http://dbpedia.org/resource/The_Holocaust
World War Two	http://dbpedia.org/resource/World_War_II
Dariusz Rosati	http://dbpedia.org/resource/Dariusz_Rosati
Poland	http://dbpedia.org/resource/Poland
Swiss	http://dbpedia.org/resource/Switzerland
Poland	http://dbpedia.org/resource/Poland
Switzerland	http://dbpedia.org/resource/Switzerland
Rosati	http://dbpedia.org/resource/Dariusz_Rosati
Switzerland	http://dbpedia.org/resource/Switzerland
Alfonse D'Amato	NIL
U.S. Senate Banking Committee	NIL
Poland	http://dbpedia.org/resource/Poland
Polish	http://dbpedia.org/resource/Poland
Swiss	http://dbpedia.org/resource/Switzerland
Poland	http://dbpedia.org/resource/Poland
Jews	http://dbpedia.org/resource/Jews
Nazi	http://dbpedia.org/resource/Nazi_Party
German	http://dbpedia.org/resource/Nazi_Germany
Poland	http://dbpedia.org/resource/Poland
Jews	http://dbpedia.org/resource/Jews
Rosati	http://dbpedia.org/resource/Dariusz_Rosati
Warsaw	http://dbpedia.org/resource/Warsaw
Switzerland	http://dbpedia.org/resource/Switzerland
Swiss	http://dbpedia.org/resource/Switzerland
Soviet-imposed	NIL
World War Two	http://dbpedia.org/resource/World_War_II
Rosati	http://dbpedia.org/resource/Dariusz_Rosati
Rosati	http://dbpedia.org/resource/Dariusz_Rosati
Switzerland	http://dbpedia.org/resource/Switzerland
Switzerland	http://dbpedia.org/resource/Switzerland
Polish	http://dbpedia.org/resource/Poland
Rosati	http://dbpedia.org/resource/Dariusz_Rosati
Jewish	http://dbpedia.org/resource/Jews
Swiss	http://dbpedia.org/resource/Switzerland
Holocaust	http://dbpedia.org/resource/The_Holocaust
Radical Democrats	NIL
FDP	http://dbpedia.org/resource/Free_Democratic_Party_of_Switzerland
Swiss	http://dbpedia.org/resource/Switzerland
Swiss	http://dbpedia.org/resource/Switzerland
Jewish	http://dbpedia.org/resource/Jews
Swiss	http://dbpedia.org/resource/Switzerland
Jewish	http://dbpedia.org/resource/Jews
Britain	http://dbpedia.org/resource/United_Kingdom
American	http://dbpedia.org/resource/United_States
Edna Fernandes	NIL
LONDON	http://dbpedia.org/resource/London
British	http://dbpedia.org/resource/United_Kingdom
trans-Atlantic	NIL
British Airways Plc	http://dbpedia.org/resource/British_Airways
American Airlines	http://dbpedia.org/resource/American_Airlines
Britain	http://dbpedia.org/resource/United_Kingdom
Monopolies and Mergers Commission	http://dbpedia.org/resource/Competition_Commission_(United_Kingdom)
Trade and Industry	NIL
Ian Lang	http://dbpedia.org/resource/Ian_Lang,_Baron_Lang_of_Monkton
Britain	http://dbpedia.org/resource/United_Kingdom
United States	http://dbpedia.org/resource/United_States
trans-Atlantic	NIL
Lang	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
Office of Fair Trading	http://dbpedia.org/resource/Office_of_Fair_Trading
BA	NIL
AA	NIL
trans-Atlantic	NIL
UK	NIL
U.S.	http://dbpedia.org/resource/United_States
London	http://dbpedia.org/resource/London
British Airways-American	NIL
British Airways	http://dbpedia.org/resource/British_Airways
American	http://dbpedia.org/resource/United_States
London Heathrow	http://dbpedia.org/resource/London_Heathrow_Airport
Europe	http://dbpedia.org/resource/Europe
American	http://dbpedia.org/resource/United_States
AMR Corp.	http://dbpedia.org/resource/AMR_Corporation
British Airways	http://dbpedia.org/resource/British_Airways
British Airways	http://dbpedia.org/resource/British_Airways
USAir	http://dbpedia.org/resource/US_Airways
trans-Atlantic	NIL
British Airways	http://dbpedia.org/resource/British_Airways
American	http://dbpedia.org/resource/United_States
London	http://dbpedia.org/resource/London
Dallas-Fort Worth	NIL
London-to-Boston	NIL
Office of Fair Trade	http://dbpedia.org/resource/Office_of_Fair_Trading
British Airways	http://dbpedia.org/resource/British_Airways
American	http://dbpedia.org/resource/United_States
Lang	NIL
Office of Fair Trading	http://dbpedia.org/resource/Office_of_Fair_Trading
Russia	http://dbpedia.org/resource/Russia
Norilsk	NIL
Lynnley Browning	NIL
MOSCOW	http://dbpedia.org/resource/Moscow
Russian	http://dbpedia.org/resource/Russia
Alexander Livshits	NIL
Norilsk Nickel	http://dbpedia.org/resource/MMC_Norilsk_Nickel
Norilsk	NIL
Konstantin Chernyshev	NIL
Moscow	http://dbpedia.org/resource/Moscow
Rinaco Plus	NIL
Norilsk	NIL
Livshits	NIL
Itar-Tass	http://dbpedia.org/resource/Information_Telegraph_Agency_of_Russia
Livshits	NIL
RAO Norilsky Nikel	NIL
Christopher Granville	NIL
United City Bank	NIL
Moscow	http://dbpedia.org/resource/Moscow
Russian	http://dbpedia.org/resource/Russia
International Monetary Fund	http://dbpedia.org/resource/International_Monetary_Fund
Moscow	http://dbpedia.org/resource/Russia
Russia	http://dbpedia.org/resource/Russia
Chernyshev	NIL
Norilsk	NIL
Moscow	http://dbpedia.org/resource/Russia
Norilsk	NIL
Norilsk	NIL
Norilsk	NIL
Norilsk	NIL
Tass	NIL
Livshits	NIL
Duma	NIL
Norilsk	NIL
Norilsk	NIL
Norilsk	NIL
Chernyshev	NIL
Krasnoyarsk	http://dbpedia.org/resource/Krasnoyarsk_Krai
Norilsk	NIL
Norilsk	NIL
Russian	http://dbpedia.org/resource/Russia
Uneximbank	NIL
Interrosimpex	NIL
Norilsk	NIL
Uneximbank	NIL
Norilsk	NIL
Moscow Newsroom	NIL
China	http://dbpedia.org/resource/People's_Republic_of_China
Hainan	http://dbpedia.org/resource/Hainan
BEIJING	http://dbpedia.org/resource/Beijing
China	http://dbpedia.org/resource/People's_Republic_of_China
State Council	NIL
Hainan	http://dbpedia.org/resource/Hainan
Xinhua	http://dbpedia.org/resource/Xinhua_News_Agency
Xinhua	http://dbpedia.org/resource/Xinhua_News_Agency
Qinglan	NIL
Wenchang	http://dbpedia.org/resource/Wenchang
Wenchang	http://dbpedia.org/resource/Wenchang
Xinhua	http://dbpedia.org/resource/Xinhua_News_Agency
Elif Kaban	NIL
GENEVA	http://dbpedia.org/resource/Geneva
Geneva	http://dbpedia.org/resource/Geneva
Internet	http://dbpedia.org/resource/World_Wide_Web
Internet	http://dbpedia.org/resource/World_Wide_Web
James Love	http://dbpedia.org/resource/James_Love
Washington-based	NIL
Consumer Project	NIL
Berne Convention	NIL
Internet	http://dbpedia.org/resource/World_Wide_Web
Mongolia	http://dbpedia.org/resource/Mongolia
Gundegma Jargalshaihan	NIL
Ulan Bator	http://dbpedia.org/resource/Ulan_Bator
Internet	http://dbpedia.org/resource/World_Wide_Web
Mongolia	http://dbpedia.org/resource/Mongolia
Alexander Bavykin	NIL
Russia	http://dbpedia.org/resource/Russia
Moscow	http://dbpedia.org/resource/Russia
Internet	http://dbpedia.org/resource/World_Wide_Web
European	http://dbpedia.org/resource/Europe
Internet	http://dbpedia.org/resource/World_Wide_Web
Marc Pearl	NIL
Information Technology Association of America	http://dbpedia.org/resource/Information_Technology_Association_of_America
U.S.	http://dbpedia.org/resource/United_States
Internet	http://dbpedia.org/resource/World_Wide_Web
Internet	http://dbpedia.org/resource/World_Wide_Web
Internet	http://dbpedia.org/resource/World_Wide_Web
Network	NIL
Internet	http://dbpedia.org/resource/World_Wide_Web
Tim Casey	NIL
U.S.-based	http://dbpedia.org/resource/United_States
MCI Communications Corporation	http://dbpedia.org/resource/MCI_Communications
EU	NIL
BRUSSELS	http://dbpedia.org/resource/Brussels
